OID_,ชุมชน,รหัสเขต,รหัสไปรษณีย์,รหัสประเภทชุมชน,ละติจูด,ลองจิจูด,เขต,แขวง,ประเภทชุมชน,โรงพยาบาลใกล้ที่สุด,ระยะทาง(เมตร)
1667,ชุมชนอาคารบ้านพักตำรวจส่วนกลาง (อุดมสุข),1032,103203,6,13.67463962,100.6847593,เขตประเวศ,แขวงดอกไม้,ชุมชนอาคารสูง,โรงพยาบาลเดอะซีพลัส ประเวศ,2869.3026858321655
1737,ชุมชนโค้งเอส,1019,101904,2,13.75400403,100.440228,เขตตลิ่งชัน,แขวงบางพรม,ชุมชนชานเมือง,โรงพยาบาลเฉพาะทางอาชีวเวชศาสตร์อินเตอร์เมด,1692.2752580016363
1768,ชุมชนคลองพลับพลา,1045,104501,1,13.75732307,100.5997217,เขตวังทองหลาง,แขวงวังทองหลาง,ชุมชนแออัด,โรงพยาบาลนวศรีเนอสซิ่งโฮม,878.6248298300324
1378,ชุมชนสามัคคีทำ,1046,104605,2,13.84634762,100.7880178,เขตคลองสามวา,แขวงทรายกองดินใต้,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,7766.700914433197
1765,ชุมชนหมู่ 4 คลองสามประเวศ,1011,101103,2,13.77039572,100.7482778,เขตลาดกระบัง,แขวงคลองสามประเวศ,ชุมชนชานเมือง,โรงพยาบาล รามคำแหง 2,5234.157818162628
1772,ชุมชนสวนนกพัฒนา,1044,104401,2,13.76352288,100.7049604,เขตสะพานสูง,แขวงสะพานสูง,ชุมชนชานเมือง,โรงพยาบาล รามคำแหง 2,3101.9952963821897
10,ชุมชนซอยพัฒนาการ 1,1012,101204,5,13.68373852,100.5292334,เขตยานนาวา,แขวงบางโพงพาง,ชุมชนเมือง,โรงพยาบาลศัลยกรรมตกแต่งมิลาด้า,1891.7975952964193
14,ชุมชนคลองด่าน,1012,101204,5,13.67671759,100.539024,เขตยานนาวา,แขวงบางโพงพาง,ชุมชนเมือง,โรงพยาบาลศัลยกรรมตกแต่งมิลาด้า,2815.555614416209
1763,ชุมชนรุ่งเรืองพัฒนา,1011,101101,5,13.7277504,100.7137622,เขตลาดกระบัง,แขวงลาดกระบัง,ชุมชนเมือง,โรงพยาบาลสิรินธร,1276.150259594061
1766,ชุมชนซอยลาดปลาเค้า 24,1038,103802,5,13.8349159,100.6007963,เขตลาดพร้าว,แขวงจรเข้บัว,ชุมชนเมือง,โรงพยาบาลเดอะซีเนียร์รัชโยธิน,2633.3334566149347
1767,ชุมชนหมู่บ้านเพิ่มพูน,1038,103801,5,13.81783904,100.6094297,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนเมือง,โรงพยาบาลศัลยกรรมตกแต่งดับเบิ้ลยู,1747.6554617637912
1770,ชุมชนมิตรไมตรี,1034,103401,5,13.72039455,100.6142366,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,โรงพยาบาลฟัน,1602.2824167947492
1771,ชุมชนร่วมใจ,1034,103401,5,13.71470078,100.6401958,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,โรงพยาบาลวิภาราม,2295.521390254645
1458,ชุมชนหมู่บ้านเพิ่มสิน 1 - 2,1042,104203,5,13.90075284,100.6244723,เขตสายไหม,แขวงคลองถนน,ชุมชนเมือง,โรงพยาบาลภูมิพลอดุลยเดช,1137.0544494925045
1774,ชุมชนเล่งบ้วยเอี๊ยะ,1013,101302,5,13.74034368,100.510015,เขตสัมพันธวงศ์,แขวงสัมพันธวงศ์,ชุมชนเมือง,โรงพยาบาลผู้ป่วยเรื้อรังขนาดเล็กกว๋องสิวมูลนิธิ,196.09514006095776
1775,ชุมชนหมู่บ้านริมอินทรา,1042,104202,5,13.89805151,100.6698281,เขตสายไหม,แขวงออเงิน,ชุมชนเมือง,โรงพยาบาลซีจีเอชสายไหม,3256.5802988811647
1777,ชุมชนหมู่บ้านอรุณวรรณ,1042,104201,5,13.92883632,100.6765267,เขตสายไหม,แขวงสายไหม,ชุมชนเมือง,โรงพยาบาลซีจีเอชสายไหม,998.2912671187742
1781,ชุมชนจิตรณรงค์ 21,1023,102302,5,13.72434057,100.3398218,เขตหนองแขม,แขวงหนองแขม,ชุมชนเมือง,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,2386.9311361063233
1782,ชุมชนนันทวันเซนต์ 1,1003,100301,5,13.84107969,100.8819709,เขตหนองจอก,แขวงกระทุ่มราย,ชุมชนเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,3046.62700122184
1747,ชุมชนหมู่บ้านอัมรินทร์นิเวศน์ 1,1005,100502,5,13.87414766,100.6031467,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,สถาบันพัฒนาสุขภาวะเขตเมือง,731.4626397188122
1746,ชุมชนกรมทหารขนส่งรักษาพระองค์,1005,100502,6,13.86222971,100.5900019,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนอาคารสูง,สถาบันพัฒนาสุขภาวะเขตเมือง,1313.0937657732102
1387,ชุมชนศิษย์หลวงปู่ขาววัดหลักสี่,1041,104101,1,13.88427488,100.5789939,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนแออัด,โรงพยาบาลจุฬาภรณ์,404.27170355829685
1398,ชุมชนแฟลตตำรวจส่วนกลาง ทุ่งสองห้อง,1041,104101,6,13.87250436,100.5708373,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนอาคารสูง,ศูนย์การแพทย์ภัทรมหาราชานุสรณ์,813.5279133630638
903,ชุมชน นปอ.,1036,103602,5,13.94282031,100.5762354,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง,โรงพยาบาลทหารอากาศ (สีกัน),589.9564577188152
1422,ชุมชนเคหะชุมชนทุ่งสองห้อง 303,1041,104101,5,13.9037546,100.5774973,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง,โรงพยาบาลมงกุฎวัฒนะ,2039.7377823692445
1390,ชุมชนชวนชื่นบางเขน,1041,104101,5,13.90333247,100.5728772,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง,โรงพยาบาลมงกุฎวัฒนะ,1605.6672292177388
1391,ชุมชนพงษ์เพชรแจ้งวัฒนะ 14,1041,104101,5,13.89704196,100.5671534,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง,โรงพยาบาลมงกุฎวัฒนะ,699.8009253030267
1392,ชุมชนชินเขต,1041,104101,5,13.86190782,100.5557046,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง,โรงพยาบาลศณิสา,815.184571526215
1395,ชุมชนบางบัวหมู่บ้านอาทิตย์,1041,104102,5,13.86180971,100.5850773,เขตหลักสี่,แขวงตลาดบางเขน,ชุมชนเมือง,สถาบันพัฒนาสุขภาวะเขตเมือง,1697.857734430947
1459,ชุมชนศาลเจ้าพ่อสมบุญ,1042,104203,5,13.90054023,100.6278944,เขตสายไหม,แขวงคลองถนน,ชุมชนเมือง,โรงพยาบาลภูมิพลอดุลยเดช,1402.923794143588
1669,ชุมชนแฟลตลือชา,1014,101401,6,13.77268275,100.541259,เขตพญาไท,แขวงสามเสนใน,ชุมชนอาคารสูง,โรงพยาบาลพญาไท 2,314.98479409846794
1634,ชุมชนแยก 9 พัฒนา,1023,102302,2,13.71956381,100.3454814,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,1624.198555568811
1791,ชุมชนก้าวใหม่พัฒนาบึงปรง,1003,100304,2,13.89604835,100.8970128,เขตหนองจอก,แขวงคลองสิบสอง,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,5955.541856004647
1649,ชุมชนลำสลิดทองพัฒนา,1003,100301,2,13.82893415,100.8699978,เขตหนองจอก,แขวงกระทุ่มราย,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,3330.6135750420576
1741,ชุมชนราชพฤกษ์,1019,101904,2,13.75388411,100.4468116,เขตตลิ่งชัน,แขวงบางพรม,ชุมชนชานเมือง,โรงพยาบาลเฉพาะทางอาชีวเวชศาสตร์อินเตอร์เมด,1625.119001646437
1819,ชุมชนรักษ์พัฒนา,1040,104003,2,13.7361475,100.3790788,เขตบางแค,แขวงบางไผ่,ชุมชนชานเมือง,โรงพยาบาลราชพิพัฒน์,1428.9875854358631
1821,ชุมชนอุมาร์ 2,1003,100303,2,13.92412742,100.8140507,เขตหนองจอก,แขวงคลองสิบ,ชุมชนชานเมือง,โรงพยาบาลรัตนประชารักษ์,6774.11201914026
1815,ชุมชนแฟลตตำรวจส่วนกลางเฉลิมลาภ,1014,101401,6,13.7800419,100.5468285,เขตพญาไท,แขวงสามเสนใน,ชุมชนอาคารสูง,โรงพยาบาลเฉพาะทางมะเร็งกรุงเทพ,416.5756867165069
1423,ชุมชนเคหะชุมชนทุ่งสองห้อง 309,1041,104101,5,13.9021932,100.5785323,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง,โรงพยาบาลมงกุฎวัฒนะ,2054.6112354473075
1143,ชุมชนอัลกุ๊บรอ,1034,103401,5,13.71635865,100.6286967,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,โรงพยาบาลวิภาราม,2719.060738247313
1367,ชุมชนนีรชา,1046,104603,5,13.83258856,100.6942514,เขตคลองสามวา,แขวงบางชัน,ชุมชนเมือง,โรงพยาบาลนพรัตน์ราชธานี,1862.1440570515947
1424,ชุมชนเคหะชุมชนทุ่งสองห้อง 310,1041,104101,5,13.9016671,100.5774184,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง,โรงพยาบาลมงกุฎวัฒนะ,1920.8887493907687
1425,ชุมชนเคหะชุมชนทุ่งสองห้อง 312,1041,104101,5,13.90219403,100.5811972,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง,โรงพยาบาลมงกุฎวัฒนะ,2317.134692487665
1569,ชุมชนอาคารสงเคราะห์ฯ ดินแดง,1026,102601,6,13.7703491,100.5587315,เขตดินแดง,แขวงดินแดง,ชุมชนอาคารสูง,โรงพยาบาลทหารผ่านศึก,785.6528684176353
1779,ชุมชนบุญส่ง,1023,102302,1,13.72546544,100.35896,เขตหนองแขม,แขวงหนองแขม,ชุมชนแออัด,โรงพยาบาลราชพิพัฒน์,1064.7016808793965
1344,ชุมชนวัดสุขใจ,1046,104602,2,13.87315933,100.75874,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนชานเมือง,โรงพยาบาลรัตนประชารักษ์,4128.945065011598
1822,ชุมชนอัลฟาลาห์,1003,100303,2,13.90377858,100.7926122,เขตหนองจอก,แขวงคลองสิบ,ชุมชนชานเมือง,โรงพยาบาลรัตนประชารักษ์,4332.3451103899415
1840,ชุมชนหลอแหลสายกลาง,1044,104401,2,13.76820427,100.6932596,เขตสะพานสูง,แขวงสะพานสูง,ชุมชนชานเมือง,โรงพยาบาลเกษมราษฏร์ รามคำแหง,2186.727188008896
1848,ชุมชนเกษตรรุ่งเรือง,1040,104004,1,13.69355121,100.4000855,เขตบางแค,แขวงหลักสอง,ชุมชนแออัด,โรงพยาบาลเกษมราษฏร์บางแค,1885.358296732623
1465,ชุมชนรวมใจสามัคคี (หนองผักชี),1042,104203,1,13.88620831,100.628701,เขตสายไหม,แขวงคลองถนน,ชุมชนแออัด,โรงพยาบาลเอส วาย เอช,2308.7350566331806
1466,ชุมชนหมู่บ้านพัฒนาหมู่ 2,1042,104203,1,13.9070227,100.6290038,เขตสายไหม,แขวงคลองถนน,ชุมชนแออัด,โรงพยาบาลภูมิพลอดุลยเดช,1180.3269778726517
1850,ชุมชนคลองบ้านม้าหมู่ 10,1044,104401,2,13.76908062,100.6681594,เขตสะพานสูง,แขวงสะพานสูง,ชุมชนชานเมือง,โรงพยาบาลเกษมราษฏร์ รามคำแหง,1423.0672775433236
1463,ชุมชนพรพระร่วงพัฒนา,1042,104202,2,13.89157298,100.6615565,เขตสายไหม,แขวงออเงิน,ชุมชนชานเมือง,โรงพยาบาลซีจีเอชสายไหม,4336.436049858764
1464,ชุมชนสหชุมชนโครงการ 1,1042,104202,2,13.88763917,100.6671537,เขตสายไหม,แขวงออเงิน,ชุมชนชานเมือง,โรงพยาบาลซีจีเอชสายไหม,4416.420809249848
1468,ชุมชนเคหะรัชดา-ออเงิน,1042,104202,2,13.91193583,100.6749614,เขตสายไหม,แขวงออเงิน,ชุมชนชานเมือง,โรงพยาบาลซีจีเอชสายไหม,1660.9885056543528
1835,ชุมชนบุญมาก,1036,103602,5,13.92245361,100.5904313,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง,โรงพยาบาลทหารอากาศ (สีกัน),2292.4871309444975
1852,ชุมชนมหาโชค,1046,104603,5,13.82477902,100.7021125,เขตคลองสามวา,แขวงบางชัน,ชุมชนเมือง,โรงพยาบาลนพรัตน์ราชธานี,1758.5687502671033
1853,ชุมชนบ้านมั่นคงสวนพูล,1028,102803,5,13.71707039,100.5446029,เขตสาทร,แขวงทุ่งมหาเมฆ,ชุมชนเมือง,โรงพยาบาลสวนเบญจกิติเฉลิมพระเกียรติ84พรรษา,1328.9932482213615
1630,ชุมชนธนวัฑฒ์,1023,102302,5,13.69336394,100.3803176,เขตหนองแขม,แขวงหนองแขม,ชุมชนเมือง,โรงพยาบาลบุญญาเวช,1899.1983665325724
1854,ชุมชนหมู้บ้านแสนนคร,1046,104603,5,13.82302044,100.7015447,เขตคลองสามวา,แขวงบางชัน,ชุมชนเมือง,โรงพยาบาลนพรัตน์ราชธานี,1614.9165706490442
1849,ชุมชนหมู่บ้านสุธาทิพย์,1032,103201,5,13.72968955,100.6999818,เขตประเวศ,แขวงประเวศ,ชุมชนเมือง,โรงพยาบาลสิรินธร,1495.2928191282583
1462,ชุมชนหมู่บ้านอัมรินทร์นิเวศน์ 3 ผัง 2,1042,104201,5,13.92600028,100.6827801,เขตสายไหม,แขวงสายไหม,ชุมชนเมือง,โรงพยาบาลซีจีเอชสายไหม,282.39194457520347
1851,ชุมชนม้าหนึ่ง,1002,100206,6,13.79591894,100.524458,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนอาคารสูง,โรงพยาบาลบางโพ,1230.138155665816
1735,ชุมชน ม.พัน 3 รอ.,1002,100206,6,13.79567148,100.5220887,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนอาคารสูง,โรงพยาบาลยันฮี,1228.5777154378718
1803,ชุมชนแฟลต สน.บางเขน,1005,100502,6,13.87434617,100.5990587,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนอาคารสูง,สถาบันพัฒนาสุขภาวะเขตเมือง,353.583595828465
1778,ชุมชนซอย 99,1023,102302,2,13.66938762,100.3445952,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,โรงพยาบาลหลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,1462.9010893372058
503,ชุมชนร่วมพัฒนา 33,1005,100502,5,13.87855331,100.619044,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,โรงพยาบาลเอส วาย เอช,1290.253331162671
77,ชุมชนวัดใหม่อมตรส,1001,100110,5,13.76483197,100.502524,เขตพระนคร,แขวงบ้านพานถม,ชุมชนเมือง,โรงพยาบาลครู,595.9368834217971
1740,ชุมชนทรัพย์สินพัฒนา,1019,101903,5,13.77373631,100.443521,เขตตลิ่งชัน,แขวงฉิมพลี,ชุมชนเมือง,โรงพยาบาลศรีสวรรค์ ราชพฤกษ์,1735.036759361646
47,ชุมชนสองพี่น้อง,1009,100905,1,13.69375872,100.6166802,เขตพระโขนง,แขวงบางจาก,ชุมชนแออัด,โรงพยาบาลรวมใจรักษ์,1418.722075380489
1798,ชุมชนปิ่นเงิน,1036,103602,5,13.92359616,100.5773542,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง,โรงพยาบาลทหารอากาศ (สีกัน),1999.64218259053
4,ชุมชนวัดช่องลม,1012,101203,1,13.70587738,100.5478766,เขตยานนาวา,แขวงช่องนนทรี,ชุมชนแออัด,โรงพยาบาลศัลยกรรมตกแต่งมิลาด้า,1954.6053954459014
1683,ชุมชนมัจฉา,1006,100608,1,13.76164992,100.646792,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนแออัด,โรงพยาบาลรามคำแหง,1150.6336371738762
1437,ชุมชนเปรมสุขสันต์,1041,104102,1,13.876444,100.5752678,เขตหลักสี่,แขวงตลาดบางเขน,ชุมชนแออัด,ศูนย์การแพทย์ภัทรมหาราชานุสรณ์,479.6054027775282
1641,ชุมชนแย้มผกาสามัคคี หมู่ 13,1023,102302,2,13.67679349,100.3722426,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,โรงพยาบาลหลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,3721.6438731744547
1340,ชุมชนพร้อมพัฒนา หมู่ 8,1046,104602,2,13.92062595,100.7827118,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนชานเมือง,โรงพยาบาลรัตนประชารักษ์,3412.490130312422
1885,ชุมชนพุทธ-มุสลิมสามัคคี ร่มเกล้า 50,1011,101103,2,13.76054249,100.7459206,เขตลาดกระบัง,แขวงคลองสามประเวศ,ชุมชนชานเมือง,โรงพยาบาล รามคำแหง 2,5600.846358460097
1719,ชุมชนกาญจนา,1046,104603,2,13.83589954,100.7029703,เขตคลองสามวา,แขวงบางชัน,ชุมชนชานเมือง,โรงพยาบาลนพรัตน์ราชธานี,2653.2181976861366
1721,ชุมชนอาสาพัฒนา,1046,104602,2,13.87839465,100.7293045,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนชานเมือง,โรงพยาบาลรัตนประชารักษ์,4342.7907014700995
1722,ชุมชนเคหะคลองเก้า,1046,104602,5,13.90905981,100.7922087,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนเมือง,โรงพยาบาลรัตนประชารักษ์,4234.003566127326
1876,ชุมชนสื่อสารสะพานแดง,1002,100206,5,13.79194688,100.5279838,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนเมือง,โรงพยาบาลวิชัยยุทธ,1143.0538512823885
1889,ชุมชนเปรมปรีดิ์,1023,102302,5,13.69461068,100.3723274,เขตหนองแขม,แขวงหนองแขม,ชุมชนเมือง,โรงพยาบาลบุญญาเวช,2224.0804329725433
1825,ชุมชนแฟลตตำรวจส่วนกลางลาดยาว,1030,103001,6,13.8381695,100.5587936,เขตจตุจักร,แขวงลาดยาว,ชุมชนอาคารสูง,โรงพยาบาลวิภาวดี,982.9177820006528
1874,ชุมชนกรมสรรพาวุธทหารบก,1002,100206,6,13.79843106,100.5274988,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนอาคารสูง,โรงพยาบาลบางโพ,1057.3516927816868
1875,ชุมชนบ้านพัก ขส.ทบ.สะพานแดง,1002,100206,6,13.79020353,100.5292395,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนอาคารสูง,โรงพยาบาลวิชัยยุทธ,907.3901503998575
1888,ชุมชนสหกรณ์เคหสถานชุมชนบัวหลวงจำกัด,1032,103203,6,13.681105,100.6856927,เขตประเวศ,แขวงดอกไม้,ชุมชนอาคารสูง,โรงพยาบาลเดอะซีพลัส ประเวศ,2225.990035076652
1671,ชุมชนราชวัลลภ 1,1014,101401,6,13.77363969,100.5486545,เขตพญาไท,แขวงสามเสนใน,ชุมชนอาคารสูง,โรงพยาบาลทหารผ่านศึก,374.97497435969404
1723,ชุมชนหมู่บ้านเค.ซี. 4 ร่วมใจ,1046,104601,5,13.88394897,100.7196684,เขตคลองสามวา,แขวงสามวาตะวันตก,ชุมชนเมือง,โรงพยาบาลรัตนประชารักษ์,4621.787826700725
1796,ชุมชนคลองรางจาก,1049,104902,5,13.63312065,100.5081019,เขตทุ่งครุ,แขวงทุ่งครุ,ชุมชนเมือง,โรงพยาบาลสุขสวัสดิ์,4804.087708497628
1800,ชุมชนอุบล-แอร์พอร์ตสามัคคี,1036,103604,5,13.92281625,100.5707509,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง,โรงพยาบาลทหารอากาศ (สีกัน),2341.4874996930084
1282,ชุมชนบ้านเรวัตินิเวศน์ 2,1047,104701,5,13.65911924,100.6197529,เขตบางนา,แขวงบางนา,ชุมชนเมือง,โรงพยาบาลบางนา1,1916.0160700222332
1897,ชุมชนร่มเย็นพัฒนา,1041,104101,5,13.90456236,100.5657606,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง,โรงพยาบาลมงกุฎวัฒนะ,1250.7287947682564
1898,ชุมชนหมู่บ้านพงษ์เพชรวิลล่า,1041,104101,5,13.89863832,100.5620658,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง,โรงพยาบาลมงกุฎวัฒนะ,509.18979020258513
1903,ชุมชนบ้านเอื้ออาทรสวนพลูพัฒนา,1028,102803,6,13.71871561,100.5373464,เขตสาทร,แขวงทุ่งมหาเมฆ,ชุมชนอาคารสูง,โรงพยาบาลบี เอ็น เอช,729.9248753971219
1920,ชุมชนอาคารสงเคราะห์ฯ อ่อนนุช 86,1032,103202,6,13.71662537,100.6819797,เขตประเวศ,แขวงหนองบอน,ชุมชนอาคารสูง,โรงพยาบาลเดอะซีพลัส ประเวศ,1937.9741180733595
1672,ชุมชนวัดดวงแข,1007,100701,1,13.74136272,100.5192407,เขตปทุมวัน,แขวงรองเมือง,ชุมชนแออัด,โรงพยาบาลสมิติเวชไชน่าทาวน์,821.4761756865682
1919,ชุมชนริมคลองนางหงส์,1007,100701,1,13.75260762,100.5192484,เขตปทุมวัน,แขวงรองเมือง,ชุมชนแออัด,โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน,471.4385488691707
1826,ชุมชนพัฒนาลำต้นไทร,1003,100305,2,13.834575,100.8387715,เขตหนองจอก,แขวงโคกแฝด,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,3313.9499288743696
1812,ชุมชนประชาพัฒนา,1010,101001,2,13.81768297,100.7293735,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนชานเมือง,โรงพยาบาลนวมินทร์ 9,901.2682719992087
1743,ชุมชนอาคารสวัสดิการ นทพ.,1005,100502,6,13.847351,100.599799,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนอาคารสูง,สถาบันพัฒนาสุขภาวะเขตเมือง,2761.736983698896
1937,ชุมชน ม.พัน 4 รอ.,1002,100206,6,13.79377823,100.5198197,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนอาคารสูง,โรงพยาบาลยันฮี,1108.912945975819
1938,ชุมชนแฟลตสิริสาสน์ เคหะศรีย่าน,1002,100206,6,13.78579497,100.512739,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนอาคารสูง,โรงพยาบาลการไฟฟ้านครหลวง,357.67284632287596
1859,ชุมชนร่มเย็น 24,1046,104603,5,13.82257985,100.6959919,เขตคลองสามวา,แขวงบางชัน,ชุมชนเมือง,โรงพยาบาลนพรัตน์ราชธานี,1069.440435777
1861,ชุมชนหทัยราษฎร์ 31,1046,104603,5,13.85142074,100.7246368,เขตคลองสามวา,แขวงบางชัน,ชุมชนเมือง,โรงพยาบาลนวมินทร์ 9,4386.563533473476
1749,ชุมชนฤทธิ์พัฒนา,1040,104002,5,13.7170997,100.3889074,เขตบางแค,แขวงบางแคเหนือ,ชุมชนเมือง,โรงพยาบาลบุญญาเวช,886.5931727030431
22,ชุมชนริมคลองบางซื่อลาดพร้าว 46,1017,101704,1,13.79890836,100.5848736,เขตห้วยขวาง,แขวงสามเสนนอก,ชุมชนแออัด,โรงพยาบาลเปาโล โชคชัย 4,1251.284832834095
20,ชุมชนริมคลองบางซื่อลาดพร้าว 34,1017,101704,1,13.79732115,100.5772788,เขตห้วยขวาง,แขวงสามเสนนอก,ชุมชนแออัด,โรงพยาบาลโกลเด้นเยียส์,823.2524362320222
19,ชุมชนรุ่งเรืองตอนปลาย,1017,101704,1,13.79620884,100.5759487,เขตห้วยขวาง,แขวงสามเสนนอก,ชุมชนแออัด,โรงพยาบาลโกลเด้นเยียส์,717.5566843256647
61,ชุมชนแย้มสรวล,1009,100905,1,13.68403266,100.6263571,เขตพระโขนง,แขวงบางจาก,ชุมชนแออัด,โรงพยาบาลบางนา1,2137.6274355990736
31,ชุมชนเพชรบุรี 40,1017,101702,1,13.74503346,100.5809598,เขตห้วยขวาง,แขวงบางกะปิ,ชุมชนแออัด,โรงพยาบาลนมะรักษ์,342.6260612203586
1860,ชุมชนริมคลองหนองระแหง,1046,104601,2,13.9099792,100.7016973,เขตคลองสามวา,แขวงสามวาตะวันตก,ชุมชนชานเมือง,โรงพยาบาลซีจีเอชสายไหม,2433.7812546360947
1764,ชุมชนลาดบัวขาวพัฒนา,1011,101102,2,13.75682915,100.7109223,เขตลาดกระบัง,แขวงคลองสองต้นนุ่น,ชุมชนชานเมือง,โรงพยาบาล รามคำแหง 2,3895.786119460746
1931,ชุมชนหมู่ 8 สะพานสูง (สุเหร่าซีรอ),1044,104401,2,13.7695544,100.694083,เขตสะพานสูง,แขวงสะพานสูง,ชุมชนชานเมือง,โรงพยาบาลเกษมราษฏร์ รามคำแหง,2185.45592297377
1932,ชุมชนก้าวไกลพัฒนา,1003,100304,2,13.89156388,100.8844039,เขตหนองจอก,แขวงคลองสิบสอง,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,4700.8984852722415
1748,ชุมชนเกษตรพัฒนาบึงพระยาสุเรนทร์,1005,100502,2,13.86836665,100.6634727,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนชานเมือง,โรงพยาบาลสินแพทย์,3865.3362821776013
1751,ชุมชนหมู่บ้านศูนย์เยาวชนคลองจั่น,1006,100601,5,13.78015988,100.644323,เขตบางกะปิ,แขวงคลองจั่น,ชุมชนเมือง,โรงพยาบาลเวชธานี,1210.8316258246261
1941,ชุมชนเจษฎาวรรณ 2,1005,100508,5,13.86122613,100.6285266,เขตบางเขน,แขวงท่าแร้ง,ชุมชนเมือง,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,3087.8980861304694
1926,ชุมชนกองการภาพ,1005,100502,6,13.86633189,100.5888457,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนอาคารสูง,สถาบันพัฒนาสุขภาวะเขตเมือง,1064.2885349037183
1793,ชุมชนพัฒนาหมู่บ้านเปรมวดี,1048,104802,5,13.76702208,100.3913102,เขตทวีวัฒนา,แขวงศาลาธรรมสพน์,ชุมชนเมือง,โรงพยาบาลธนบุรี 2,2043.5922879277846
1935,ชุมชนหมู่บ้านระเบียงทอง 3,1042,104203,5,13.89082748,100.6204986,เขตสายไหม,แขวงคลองถนน,ชุมชนเมือง,โรงพยาบาลซีจีเอชโรงพยาบาลทั่วไปขนาดใหญ่,1489.9289427091248
1677,ชุมชนหมู่บ้านมหาลาภ,1038,103801,5,13.80275485,100.5966828,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนเมือง,โรงพยาบาลขนาดเล็กเปาโล โชคชัย,113.16087515295011
1678,ชุมชนหมู่บ้านราณี 2,1038,103802,5,13.84456561,100.6000113,เขตลาดพร้าว,แขวงจรเข้บัว,ชุมชนเมือง,โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร,2962.320075769567
1679,ชุมชนพุ่มโพธิ์กลาง,1038,103801,5,13.80621549,100.6065844,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนเมือง,โรงพยาบาลขนาดเล็กเปาโล โชคชัย,1220.5832214965944
