OID_,ชุมชน,รหัสเขต,รหัสไปรษณีย์,รหัสประเภทชุมชน,ละติจูด,ลองจิจูด,เขต,แขวง,ประเภทชุมชน,ประชากร,โรงพยาบาลใกล้ที่สุด,ระยะทาง(เมตร)
1854,ชุมชนหมู้บ้านแสนนคร,1046,104603,5,13.82302044,100.7015447,เขตคลองสามวา,แขวงบางชัน,ชุมชนเมือง,416,โรงพยาบาลนพรัตน์ราชธานี,1614.916571
1849,ชุมชนหมู่บ้านสุธาทิพย์,1032,103201,5,13.72968955,100.6999818,เขตประเวศ,แขวงประเวศ,ชุมชนเมือง,662,โรงพยาบาลสิรินธร,1495.292819
1462,ชุมชนหมู่บ้านอัมรินทร์นิเวศน์ 3 ผัง 2,1042,104201,5,13.92600028,100.6827801,เขตสายไหม,แขวงสายไหม,ชุมชนเมือง,1235,โรงพยาบาลซีจีเอชสายไหม,282.3919446
1851,ชุมชนม้าหนึ่ง,1002,100206,6,13.79591894,100.524458,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนอาคารสูง,504,โรงพยาบาลบางโพ,1230.138156
1735,ชุมชน ม.พัน 3 รอ.,1002,100206,6,13.79567148,100.5220887,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนอาคารสูง,1173,โรงพยาบาลยันฮี,1228.577715
1803,ชุมชนแฟลต สน.บางเขน,1005,100502,6,13.87434617,100.5990587,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนอาคารสูง,230,สถาบันพัฒนาสุขภาวะเขตเมือง,353.5835958
1778,ชุมชนซอย 99,1023,102302,2,13.66938762,100.3445952,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,258,โรงพยาบาลหลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,1462.901089
503,ชุมชนร่วมพัฒนา 33,1005,100502,5,13.87855331,100.619044,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,1846,โรงพยาบาลเอส วาย เอช,1290.253331
77,ชุมชนวัดใหม่อมตรส,1001,100110,5,13.76483197,100.502524,เขตพระนคร,แขวงบ้านพานถม,ชุมชนเมือง,1420,โรงพยาบาลครู,595.9368834
1740,ชุมชนทรัพย์สินพัฒนา,1019,101903,5,13.77373631,100.443521,เขตตลิ่งชัน,แขวงฉิมพลี,ชุมชนเมือง,243,โรงพยาบาลศรีสวรรค์ ราชพฤกษ์,1735.036759
47,ชุมชนสองพี่น้อง,1009,100905,1,13.69375872,100.6166802,เขตพระโขนง,แขวงบางจาก,ชุมชนแออัด,314,โรงพยาบาลรวมใจรักษ์,1418.722075
1798,ชุมชนปิ่นเงิน,1036,103602,5,13.92359616,100.5773542,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง,356,โรงพยาบาลทหารอากาศ (สีกัน),1999.642183
4,ชุมชนวัดช่องลม,1012,101203,1,13.70587738,100.5478766,เขตยานนาวา,แขวงช่องนนทรี,ชุมชนแออัด,962,โรงพยาบาลศัลยกรรมตกแต่งมิลาด้า,1954.605395
1683,ชุมชนมัจฉา,1006,100608,1,13.76164992,100.646792,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนแออัด,361,โรงพยาบาลรามคำแหง,1150.633637
1437,ชุมชนเปรมสุขสันต์,1041,104102,1,13.876444,100.5752678,เขตหลักสี่,แขวงตลาดบางเขน,ชุมชนแออัด,804,ศูนย์การแพทย์ภัทรมหาราชานุสรณ์,479.6054028
1641,ชุมชนแย้มผกาสามัคคี หมู่ 13,1023,102302,2,13.67679349,100.3722426,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,507,โรงพยาบาลหลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,3721.643873
1340,ชุมชนพร้อมพัฒนา หมู่ 8,1046,104602,2,13.92062595,100.7827118,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนชานเมือง,611,โรงพยาบาลรัตนประชารักษ์,3412.49013
1885,ชุมชนพุทธ-มุสลิมสามัคคี ร่มเกล้า 50,1011,101103,2,13.76054249,100.7459206,เขตลาดกระบัง,แขวงคลองสามประเวศ,ชุมชนชานเมือง,548,โรงพยาบาล รามคำแหง 2,5600.846358
1719,ชุมชนกาญจนา,1046,104603,2,13.83589954,100.7029703,เขตคลองสามวา,แขวงบางชัน,ชุมชนชานเมือง,352,โรงพยาบาลนพรัตน์ราชธานี,2653.218198
1721,ชุมชนอาสาพัฒนา,1046,104602,2,13.87839465,100.7293045,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนชานเมือง,320,โรงพยาบาลรัตนประชารักษ์,4342.790701
1722,ชุมชนเคหะคลองเก้า,1046,104602,5,13.90905981,100.7922087,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนเมือง,1976,โรงพยาบาลรัตนประชารักษ์,4234.003566
1876,ชุมชนสื่อสารสะพานแดง,1002,100206,5,13.79194688,100.5279838,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนเมือง,974,โรงพยาบาลวิชัยยุทธ,1143.053851
1889,ชุมชนเปรมปรีดิ์,1023,102302,5,13.69461068,100.3723274,เขตหนองแขม,แขวงหนองแขม,ชุมชนเมือง,409,โรงพยาบาลบุญญาเวช,2224.080433
1825,ชุมชนแฟลตตำรวจส่วนกลางลาดยาว,1030,103001,6,13.8381695,100.5587936,เขตจตุจักร,แขวงลาดยาว,ชุมชนอาคารสูง,1095,โรงพยาบาลวิภาวดี,982.917782
1874,ชุมชนกรมสรรพาวุธทหารบก,1002,100206,6,13.79843106,100.5274988,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนอาคารสูง,1225,โรงพยาบาลบางโพ,1057.351693
1875,ชุมชนบ้านพัก ขส.ทบ.สะพานแดง,1002,100206,6,13.79020353,100.5292395,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนอาคารสูง,1286,โรงพยาบาลวิชัยยุทธ,907.3901504
1888,ชุมชนสหกรณ์เคหสถานชุมชนบัวหลวงจำกัด,1032,103203,6,13.681105,100.6856927,เขตประเวศ,แขวงดอกไม้,ชุมชนอาคารสูง,349,โรงพยาบาลเดอะซีพลัส ประเวศ,2225.990035
1671,ชุมชนราชวัลลภ 1,1014,101401,6,13.77363969,100.5486545,เขตพญาไท,แขวงสามเสนใน,ชุมชนอาคารสูง,809,โรงพยาบาลทหารผ่านศึก,374.9749744
1723,ชุมชนหมู่บ้านเค.ซี. 4 ร่วมใจ,1046,104601,5,13.88394897,100.7196684,เขตคลองสามวา,แขวงสามวาตะวันตก,ชุมชนเมือง,601,โรงพยาบาลรัตนประชารักษ์,4621.787827
1796,ชุมชนคลองรางจาก,1049,104902,5,13.63312065,100.5081019,เขตทุ่งครุ,แขวงทุ่งครุ,ชุมชนเมือง,404,โรงพยาบาลสุขสวัสดิ์,4804.087708
1800,ชุมชนอุบล-แอร์พอร์ตสามัคคี,1036,103604,5,13.92281625,100.5707509,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง,684,โรงพยาบาลทหารอากาศ (สีกัน),2341.4875
1282,ชุมชนบ้านเรวัตินิเวศน์ 2,1047,104701,5,13.65911924,100.6197529,เขตบางนา,แขวงบางนา,ชุมชนเมือง,1125,โรงพยาบาลบางนา1,1916.01607
1897,ชุมชนร่มเย็นพัฒนา,1041,104101,5,13.90456236,100.5657606,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง,215,โรงพยาบาลมงกุฎวัฒนะ,1250.728795
1898,ชุมชนหมู่บ้านพงษ์เพชรวิลล่า,1041,104101,5,13.89863832,100.5620658,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง,179,โรงพยาบาลมงกุฎวัฒนะ,509.1897902
1903,ชุมชนบ้านเอื้ออาทรสวนพลูพัฒนา,1028,102803,6,13.71871561,100.5373464,เขตสาทร,แขวงทุ่งมหาเมฆ,ชุมชนอาคารสูง,1733,โรงพยาบาลบี เอ็น เอช,729.9248754
1920,ชุมชนอาคารสงเคราะห์ฯ อ่อนนุช 86,1032,103202,6,13.71662537,100.6819797,เขตประเวศ,แขวงหนองบอน,ชุมชนอาคารสูง,539,โรงพยาบาลเดอะซีพลัส ประเวศ,1937.974118
1672,ชุมชนวัดดวงแข,1007,100701,1,13.74136272,100.5192407,เขตปทุมวัน,แขวงรองเมือง,ชุมชนแออัด,294,โรงพยาบาลสมิติเวชไชน่าทาวน์,821.4761757
1919,ชุมชนริมคลองนางหงส์,1007,100701,1,13.75260762,100.5192484,เขตปทุมวัน,แขวงรองเมือง,ชุมชนแออัด,655,โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน,471.4385489
1826,ชุมชนพัฒนาลำต้นไทร,1003,100305,2,13.834575,100.8387715,เขตหนองจอก,แขวงโคกแฝด,ชุมชนชานเมือง,365,โรงพยาบาลเวชการุณย์รัศมิ์,3313.949929
1812,ชุมชนประชาพัฒนา,1010,101001,2,13.81768297,100.7293735,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนชานเมือง,257,โรงพยาบาลนวมินทร์ 9,901.268272
1743,ชุมชนอาคารสวัสดิการ นทพ.,1005,100502,6,13.847351,100.599799,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนอาคารสูง,603,สถาบันพัฒนาสุขภาวะเขตเมือง,2761.736984
1937,ชุมชน ม.พัน 4 รอ.,1002,100206,6,13.79377823,100.5198197,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนอาคารสูง,658,โรงพยาบาลยันฮี,1108.912946
1938,ชุมชนแฟลตสิริสาสน์ เคหะศรีย่าน,1002,100206,6,13.78579497,100.512739,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนอาคารสูง,575,โรงพยาบาลการไฟฟ้านครหลวง,357.6728463
1859,ชุมชนร่มเย็น 24,1046,104603,5,13.82257985,100.6959919,เขตคลองสามวา,แขวงบางชัน,ชุมชนเมือง,541,โรงพยาบาลนพรัตน์ราชธานี,1069.440436
1861,ชุมชนหทัยราษฎร์ 31,1046,104603,5,13.85142074,100.7246368,เขตคลองสามวา,แขวงบางชัน,ชุมชนเมือง,315,โรงพยาบาลนวมินทร์ 9,4386.563533
1749,ชุมชนฤทธิ์พัฒนา,1040,104002,5,13.7170997,100.3889074,เขตบางแค,แขวงบางแคเหนือ,ชุมชนเมือง,281,โรงพยาบาลบุญญาเวช,886.5931727
22,ชุมชนริมคลองบางซื่อลาดพร้าว 46,1017,101704,1,13.79890836,100.5848736,เขตห้วยขวาง,แขวงสามเสนนอก,ชุมชนแออัด,255,โรงพยาบาลเปาโล โชคชัย 4,1251.284833
20,ชุมชนริมคลองบางซื่อลาดพร้าว 34,1017,101704,1,13.79732115,100.5772788,เขตห้วยขวาง,แขวงสามเสนนอก,ชุมชนแออัด,713,โรงพยาบาลโกลเด้นเยียส์,823.2524362
19,ชุมชนรุ่งเรืองตอนปลาย,1017,101704,1,13.79620884,100.5759487,เขตห้วยขวาง,แขวงสามเสนนอก,ชุมชนแออัด,700,โรงพยาบาลโกลเด้นเยียส์,717.5566843
61,ชุมชนแย้มสรวล,1009,100905,1,13.68403266,100.6263571,เขตพระโขนง,แขวงบางจาก,ชุมชนแออัด,840,โรงพยาบาลบางนา1,2137.627436
31,ชุมชนเพชรบุรี 40,1017,101702,1,13.74503346,100.5809598,เขตห้วยขวาง,แขวงบางกะปิ,ชุมชนแออัด,374,โรงพยาบาลนมะรักษ์,342.6260612
1860,ชุมชนริมคลองหนองระแหง,1046,104601,2,13.9099792,100.7016973,เขตคลองสามวา,แขวงสามวาตะวันตก,ชุมชนชานเมือง,345,โรงพยาบาลซีจีเอชสายไหม,2433.781255
1764,ชุมชนลาดบัวขาวพัฒนา,1011,101102,2,13.75682915,100.7109223,เขตลาดกระบัง,แขวงคลองสองต้นนุ่น,ชุมชนชานเมือง,600,โรงพยาบาล รามคำแหง 2,3895.786119
1931,ชุมชนหมู่ 8 สะพานสูง (สุเหร่าซีรอ),1044,104401,2,13.7695544,100.694083,เขตสะพานสูง,แขวงสะพานสูง,ชุมชนชานเมือง,1130,โรงพยาบาลเกษมราษฏร์ รามคำแหง,2185.455923
1932,ชุมชนก้าวไกลพัฒนา,1003,100304,2,13.89156388,100.8844039,เขตหนองจอก,แขวงคลองสิบสอง,ชุมชนชานเมือง,506,โรงพยาบาลเวชการุณย์รัศมิ์,4700.898485
1748,ชุมชนเกษตรพัฒนาบึงพระยาสุเรนทร์,1005,100502,2,13.86836665,100.6634727,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนชานเมือง,466,โรงพยาบาลสินแพทย์,3865.336282
1751,ชุมชนหมู่บ้านศูนย์เยาวชนคลองจั่น,1006,100601,5,13.78015988,100.644323,เขตบางกะปิ,แขวงคลองจั่น,ชุมชนเมือง,1250,โรงพยาบาลเวชธานี,1210.831626
1941,ชุมชนเจษฎาวรรณ 2,1005,100508,5,13.86122613,100.6285266,เขตบางเขน,แขวงท่าแร้ง,ชุมชนเมือง,498,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,3087.898086
1926,ชุมชนกองการภาพ,1005,100502,6,13.86633189,100.5888457,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนอาคารสูง,759,สถาบันพัฒนาสุขภาวะเขตเมือง,1064.288535
1793,ชุมชนพัฒนาหมู่บ้านเปรมวดี,1048,104802,5,13.76702208,100.3913102,เขตทวีวัฒนา,แขวงศาลาธรรมสพน์,ชุมชนเมือง,1006,โรงพยาบาลธนบุรี 2,2043.592288
1935,ชุมชนหมู่บ้านระเบียงทอง 3,1042,104203,5,13.89082748,100.6204986,เขตสายไหม,แขวงคลองถนน,ชุมชนเมือง,927,โรงพยาบาลซีจีเอชโรงพยาบาลทั่วไปขนาดใหญ่,1489.928943
1677,ชุมชนหมู่บ้านมหาลาภ,1038,103801,5,13.80275485,100.5966828,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนเมือง,498,โรงพยาบาลขนาดเล็กเปาโล โชคชัย,113.1608752
1678,ชุมชนหมู่บ้านราณี 2,1038,103802,5,13.84456561,100.6000113,เขตลาดพร้าว,แขวงจรเข้บัว,ชุมชนเมือง,762,โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร,2962.320076
1679,ชุมชนพุ่มโพธิ์กลาง,1038,103801,5,13.80621549,100.6065844,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนเมือง,484,โรงพยาบาลขนาดเล็กเปาโล โชคชัย,1220.583221
1895,ชุมชนมีสุข,1041,104101,5,13.89739315,100.5785831,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง,647,โรงพยาบาลจุฬาภรณ์,1846.351213
1977,ชุมชนริมคลองหัวหมากน้อย,1006,100608,1,13.76474781,100.6471558,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนแออัด,493,โรงพยาบาลรามคำแหง,1264.292823
1262,ชุมชนวัดบางนานอก,1047,104701,1,13.675217,100.5891544,เขตบางนา,แขวงบางนา,ชุมชนแออัด,458,โรงพยาบาลทหารเรือกรุงเทพ,625.0246189
1795,ชุมชนหมู่ 5 ลำต้อยติ่ง,1003,100308,2,13.79203368,100.8840647,เขตหนองจอก,แขวงลำต้อยติ่ง,ชุมชนชานเมือง,340,โรงพยาบาลเวชการุณย์รัศมิ์,7687.244264
1893,ชุมชนอัลฮุสนา,1003,100302,2,13.85972538,100.8330491,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง,439,โรงพยาบาลเวชการุณย์รัศมิ์,2823.016512
1760,ชุมชนบ้านทับยาว,1011,101105,2,13.73179062,100.8381244,เขตลาดกระบัง,แขวงทับยาว,ชุมชนชานเมือง,1707,โรงพยาบาลพระจอมเกล้าเจ้าคุณทหาร,5314.878004
1761,ชุมชนริมคลองลำปลาทิว,1011,101105,2,13.76357521,100.806657,เขตลาดกระบัง,แขวงทับยาว,ชุมชนชานเมือง,684,โรงพยาบาลพระจอมเกล้าเจ้าคุณทหาร,3961.986148
1253,ชุมชนการเกษตรบ้านนายผล,1050,105001,2,13.6400654,100.3605313,เขตบางบอน,แขวงบางบอน,ชุมชนชานเมือง,393,โรงพยาบาลหลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,2444.671402
1754,ชุมชนดุริยางค์ทหารบก,1014,101401,6,13.77197756,100.5513532,เขตพญาไท,แขวงสามเสนใน,ชุมชนอาคารสูง,813,โรงพยาบาลทหารผ่านศึก,32.38733249
1757,ชุมชนกองพันทหารสารวัตรที่ 11 ชุมชนที่ 1,1037,103701,6,13.76393575,100.5306316,เขตราชเทวี,แขวงทุ่งพญาไท,ชุมชนอาคารสูง,915,โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล,466.5456317
1758,ชุมชนกองพันทหารสารวัตรที่ 11 ชุมชนที่ 2,1037,103701,6,13.76067113,100.5294081,เขตราชเทวี,แขวงทุ่งพญาไท,ชุมชนอาคารสูง,546,โรงพยาบาลสงฆ์,339.0667062
1759,ชุมชนกรมแพทย์ทหารบก,1037,103701,6,13.76056287,100.5351872,เขตราชเทวี,แขวงทุ่งพญาไท,ชุมชนอาคารสูง,1350,โรงพยาบาลสถาบันโรคไตภูมิราชนครินทร์,107.1617104
1728,ชุมชนแฟลตตำรวจส่วนกลางวิภาวดีรังสิต,1030,103001,6,13.83460176,100.5597874,เขตจตุจักร,แขวงลาดยาว,ชุมชนอาคารสูง,1395,โรงพยาบาลวิภาวดี,1323.141438
1927,ชุมชนแฟลตตำรวจรถไฟบางซื่อ,1029,102901,6,13.81387204,100.5300968,เขตบางซื่อ,แขวงบางซื่อ,ชุมชนอาคารสูง,250,โรงพยาบาลบางโพ,1077.757832
1804,ชุมชนแฟลต สน. บางซื่อ,1014,101401,6,13.78593104,100.5475332,เขตพญาไท,แขวงสามเสนใน,ชุมชนอาคารสูง,451,โรงพยาบาลโรคปอดกรุงเทพ,202.0894294
1862,ชุมชนหมู่บ้านทหารกองหนุน,1046,104603,5,13.82943193,100.7010918,เขตคลองสามวา,แขวงบางชัน,ชุมชนเมือง,954,โรงพยาบาลนพรัตน์ราชธานี,1982.010706
1248,ชุมชนดารีซีน,1049,104902,5,13.6438715,100.51208,เขตทุ่งครุ,แขวงทุ่งครุ,ชุมชนเมือง,403,โรงพยาบาลสุขสวัสดิ์,3748.648181
21,ชุมชนริมคลองบางซื่อลาดพร้าว 42-44,1017,101704,1,13.79815433,100.5812522,เขตห้วยขวาง,แขวงสามเสนนอก,ชุมชนแออัด,930,โรงพยาบาลโกลเด้นเยียส์,1005.44039
46,ชุมชนซอยประดับสุข,1009,100905,1,13.69232653,100.6103655,เขตพระโขนง,แขวงบางจาก,ชุมชนแออัด,528,โรงพยาบาลรวมใจรักษ์,745.5718752
1929,ชุมชนคลองหนึ่ง,1011,101102,2,13.73474104,100.7248895,เขตลาดกระบัง,แขวงคลองสองต้นนุ่น,ชุมชนชานเมือง,1222,โรงพยาบาลสิรินธร,2650.281716
1930,ชุมชนลำพุทรา,1011,101104,2,13.75749341,100.7804615,เขตลาดกระบัง,แขวงลำปลาทิว,ชุมชนชานเมือง,1179,โรงพยาบาลพระจอมเกล้าเจ้าคุณทหาร,2945.724271
1762,ชุมชนรักสามัคคี,1011,101105,2,13.75596877,100.7228442,เขตลาดกระบัง,แขวงทับยาว,ชุมชนชานเมือง,635,โรงพยาบาล รามคำแหง 2,4385.71633
1928,ชุมชนหมู่บ้านธนะธานี 3,1027,102703,5,13.83374047,100.6526166,เขตบึงกุ่ม,แขวงนวลจันทร์,ชุมชนเมือง,358,โรงพยาบาลพญาไท นวมินทร์,1063.492942
1829,ชุมชนกองพันทหารสารวัตรที่ 11 ชุมชนที่ 3,1037,103701,6,13.7609022,100.5329515,เขตราชเทวี,แขวงทุ่งพญาไท,ชุมชนอาคารสูง,518,โรงพยาบาลสถาบันโรคไตภูมิราชนครินทร์,242.1388751
1807,ชุมชนสยามคอนโด 2,1047,104701,6,13.67326092,100.6259412,เขตบางนา,แขวงบางนา,ชุมชนอาคารสูง,220,โรงพยาบาลบางนา1,1253.923369
1810,ชุมชนแฟลต ทบ. ส่วนกลางสามเสน,1014,101401,6,13.78226184,100.5329797,เขตพญาไท,แขวงสามเสนใน,ชุมชนอาคารสูง,1901,โรงพยาบาลวิชัยยุทธ,139.0435723
1724,ชุมชนหมู่บ้านอาลักษณ์,1046,104603,5,13.85666153,100.68462,เขตคลองสามวา,แขวงบางชัน,ชุมชนเมือง,445,โรงพยาบาลสินแพทย์,3192.244752
186,ชุมชนสวนอ้อย,1002,100201,5,13.77955731,100.5098781,เขตดุสิต,แขวงดุสิต,ชุมชนเมือง,1233,โรงพยาบาลวชิรพยาบาล,150.0423382
1831,ชุมชนหมู่บ้านร่วมใจพัฒนา,1038,103801,5,13.82556177,100.5978371,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนเมือง,516,โรงพยาบาลเดอะซีเนียร์รัชโยธิน,2247.140987
1832,ชุมชนหมู่บ้านพิบูลทรัพย์ 17,1003,100305,5,13.83767788,100.8515969,เขตหนองจอก,แขวงโคกแฝด,ชุมชนเมือง,1038,โรงพยาบาลเวชการุณย์รัศมิ์,2289.939529
1834,ชุมชนกองขยะหนองแขม,1023,102302,1,13.73098567,100.3611741,เขตหนองแขม,แขวงหนองแขม,ชุมชนแออัด,650,โรงพยาบาลราชพิพัฒน์,618.1665998
1983,ชุมชนริมคลองหลอแหล,1043,104301,1,13.79543626,100.6973956,เขตคันนายาว,แขวงคันนายาว,ชุมชนแออัด,532,โรงพยาบาล รามคำแหง 2,926.2105327
1808,ชุมชนหมู่ที่ 8 หนองจอกกงลิบฮัวเคียว,1003,100302,2,13.85718515,100.8666069,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง,288,โรงพยาบาลเวชการุณย์รัศมิ์,820.1079169
1811,ชุมชนวัดใหม่กระทุ่มล้ม,1003,100308,2,13.78085418,100.869818,เขตหนองจอก,แขวงลำต้อยติ่ง,ชุมชนชานเมือง,964,โรงพยาบาลเวชการุณย์รัศมิ์,8511.928301
1833,ชุมชนหมู่บ้านพัฒนาวัดอินทราวาส 1,1019,101905,5,13.75840531,100.4295366,เขตตลิ่งชัน,แขวงบางระมาด,ชุมชนเมือง,1908,โรงพยาบาลเฉพาะทางอาชีวเวชศาสตร์อินเตอร์เมด,2670.780647
1863,ชุมชนหมู่บ้านนันทิศา,1046,104603,5,13.85150409,100.678829,เขตคลองสามวา,แขวงบางชัน,ชุมชนเมือง,431,โรงพยาบาลสินแพทย์,2365.324644
1842,ชุมชนหมู่บ้านวังไผ่,1005,100502,5,13.87244004,100.6057902,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,349,สถาบันพัฒนาสุขภาวะเขตเมือง,982.8798985
1864,ชุมชนหมู่บ้านอินทราวิว,1046,104604,5,13.8571351,100.7358537,เขตคลองสามวา,แขวงทรายกองดิน,ชุมชนเมือง,472,โรงพยาบาลนวมินทร์ 9,5188.715494
1868,ชุมชนยิ่งโอฬาร,1036,103605,5,13.94297119,100.6152629,เขตดอนเมือง,แขวงสนามบิน,ชุมชนเมือง,693,โรงพยาบาล บี.แคร์ เมดิคอลเซ็นเตอร์,1008.384185
1869,ชุมชนศศิวัลย์เมืองใหม่,1036,103602,5,13.93742816,100.5825658,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง,242,โรงพยาบาลทหารอากาศ (สีกัน),436.9800795
1870,ชุมชนสวนทองวิล่า 5,1036,103604,5,13.923295,100.5861526,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง,618,โรงพยาบาลทหารอากาศ (สีกัน),2047.730462
1871,ชุมชนบ้านไทยเมืองใหม่ดอนเมือง,1036,103602,5,13.93831818,100.5860885,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง,204,โรงพยาบาลทหารอากาศ (สีกัน),595.9531055
1872,ชุมชนหมู่บ้านกัญจน์เพรชวิลล่า,1036,103602,5,13.90998771,100.5836653,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง,462,โรงพยาบาลมงกุฎวัฒนะ,2978.564643
1873,ชุมชนหมู่บ้านวิภาลัย,1036,103604,5,13.92456747,100.5739183,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง,362,โรงพยาบาลทหารอากาศ (สีกัน),2014.210295
1717,ชุมชนบดินทร์เฮ้าส์,1036,103605,5,13.93565721,100.61958,เขตดอนเมือง,แขวงสนามบิน,ชุมชนเมือง,204,โรงพยาบาล บี.แคร์ เมดิคอลเซ็นเตอร์,990.5696358
1891,ชุมชนบึงฝรั่งพัฒนา,1003,100302,2,13.8579858,100.881256,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง,569,โรงพยาบาลเวชการุณย์รัศมิ์,2405.734964
1254,ชุมชนวัดบางบอน,1050,105001,2,13.64240513,100.3788562,เขตบางบอน,แขวงบางบอน,ชุมชนชานเมือง,163,โรงพยาบาลบางปะกอก 8 อินเตอร์เนชั่นแนล,3803.661457
1940,ชุมชนกองพันทหารช่างที่ 1 รักษาพระองค์,1005,100502,5,13.85024176,100.6000594,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,706,สถาบันพัฒนาสุขภาวะเขตเมือง,2448.586122
1939,ชุมชนบ้านบึงเตย,1003,100302,2,13.8704218,100.8587942,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง,567,โรงพยาบาลเวชการุณย์รัศมิ์,1478.25323
1680,ชุมชนทวีปัญญารักษ์,1011,101101,5,13.72209947,100.7577471,เขตลาดกระบัง,แขวงลาดกระบัง,ชุมชนเมือง,630,โรงพยาบาลนคราภิบาล (โรงพยาบาลลาดกระบัง),2852.906968
1936,ชุมชนประชาอุทิศ,1011,101105,2,13.76304778,100.8424737,เขตลาดกระบัง,แขวงทับยาว,ชุมชนชานเมือง,690,โรงพยาบาลพระจอมเกล้าเจ้าคุณทหาร,6716.11785
99,ชุมชนบ้านดอกไม้,1008,100804,1,13.74847109,100.5068953,เขตป้อมปราบศัตรูพ่าย,แขวงบ้านบาตร,ชุมชนแออัด,713,โรงพยาบาลกลาง,315.2972877
1257,ชุมชนริมคลองพระยาราชมนตรี,1050,105001,1,13.68623094,100.4282306,เขตบางบอน,แขวงบางบอน,ชุมชนแออัด,366,โรงพยาบาลสหวิทยาการมะลิ,1540.004641
1847,ชุมชนเรืองสอน 1,1040,104004,5,13.68653315,100.3974461,เขตบางแค,แขวงหลักสอง,ชุมชนเมือง,450,โรงพยาบาลเกษมราษฏร์บางแค,2660.441257
1794,ชุมชนคลองลัดภาชี,1022,102202,5,13.72121432,100.443828,เขตภาษีเจริญ,แขวงบางด้วน,ชุมชนเมือง,364,โรงพยาบาลผู้สูงอายุเฌ้อสเซอรี่ โฮม,1631.986974
1752,ชุมชนซอยรถไฟวรพงษ์,1025,102504,5,13.77731767,100.4947241,เขตบางพลัด,แขวงบางยี่ขัน,ชุมชนเมือง,613,โรงพยาบาลวชิรพยาบาล,1620.951885
1896,ชุมชนยิ้มสยาม,1041,104101,5,13.89859684,100.581145,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง,259,โรงพยาบาลจุฬาภรณ์,2004.880052
1753,ชุมชนนวกานต์,1027,102701,5,13.78640429,100.6673575,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนเมือง,482,โรงพยาบาลเกษมราษฏร์ รามคำแหง,1267.388322
1756,ชุมชนราชมนตรีร่วมใจ (โครงการบางแวก),1022,102208,5,13.73763837,100.4237699,เขตภาษีเจริญ,แขวงคลองขวาง,ชุมชนเมือง,458,โรงพยาบาลเฉพาะทางอาชีวเวชศาสตร์อินเตอร์เมด,2270.24306
